https://www.khaleejtimes.com/government/uae-president-shares-eid-al-adha-greetings	O

The	O
President	O
,	O
His	O
Highness	O
Sheikh	O
Mohamed	B-Person
bin	I-Person
Zayed	I-Person
Al	I-Person
Nahyan	I-Person
,	O
shared	O
Eid	B-Date
Al	I-Date
Adha	I-Date
greetings	O
on	O
Arafah	B-Date
Day	I-Date
.	O

In	O
a	O
tweet	O
on	O
Friday	B-Date
,	O
the	O
President	O
greeted	O
the	O
people	O
of	O
the	O
UAE	B-Location
and	O
all	O
Arab	B-NORP
and	O
Islamic	B-NORP
people	O
on	O
the	O
occasion	O
of	O
Eid	B-Date
Al	I-Date
Adha	I-Date
.	O
He	O
also	O
wished	O
they	O
be	O
blessed	O
with	O
good	O
health	O
,	O
safety	O
and	O
security	O
.	O

â	O
€	O
œ	O
Congratulations	O
to	O
my	O
brothers	O
,	O
the	O
Rulers	O
of	O
the	O
Emirates	B-Organization
,	O
citizens	O
and	O
residents	O
of	O
the	O
UAE	B-Location
,	O
and	O
Muslims	B-NORP
around	O
the	O
world	O
on	O
the	O
occasion	O
of	O
Eid	B-Date
Al	I-Date
Adha	I-Date
.	O
May	O
God	B-Person
continue	O
to	O
bless	O
our	O
nation	O
and	O
bring	O
peace	O
and	O
harmony	O
to	O
the	O
people	O
of	O
the	O
world	O
.	O
â	O
€	O

